location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
Hoodi,3 BHK,1639.0,3.0,1.0,119902.43902439025,3,7315585.053349008
Jakkuru Layout,2 BHK,1200.0,2.0,1.0,65853.65853658537,2,5487804.87804878
Vijayanagar,3 BHK,1739.0,3.0,1.0,141463.41463414635,3,8134756.4481970295
Old Madras Road,2 BHK,935.0,2.0,1.0,39902.439024390245,2,4267640.537367941
 Thanisandra,1 RK,510.0,1.0,1.0,30792.682926829268,1,6037780.966044954
Devasandra Extension,6 Bedroom,1200.0,6.0,3.0,219512.19512195123,6,18292682.926829267
Nagondanahalli,2 BHK,1178.0,2.0,3.0,57317.07317073171,2,4865625.90583461
Chikkalasandra,3 BHK,1375.0,2.0,1.0,60975.60975609756,3,4434589.800443459
Chandapura,3 BHK,1065.0,2.0,1.0,40243.90243902439,3,3778770.1820680173
2nd Phase Judicial Layout,3 BHK,1450.0,2.0,1.0,61890.243902439026,3,4268292.682926829
BEML Layout,2 BHK,999.0,2.0,3.0,54878.04878048781,2,5493298.176225006
Amruthahalli,2 BHK,4400.0,3.0,2.0,579268.2926829269,2,13165188.47006652
Marathahalli,5 Bedroom,1350.0,4.0,1.0,164634.1463414634,5,12195121.951219512
Kothannur,2 BHK,1100.0,2.0,2.0,48780.48780487805,2,4434589.800443459
Koramangala,3 BHK,1835.0,2.0,3.0,189024.39024390245,3,10301056.689041005
Hoodi,4 BHK,2090.0,4.0,0.0,115975.60975609756,4,5549072.237133855
Lingadheeranahalli,3 BHK,1519.0,3.0,1.0,113414.63414634146,3,7466401.194624191
Dommasandra,3 BHK,1267.0,3.0,2.0,68292.68292682926,3,5390109.149710281
Sanjay nagar,2 BHK,1150.0,2.0,3.0,88048.78048780488,2,7656415.694591728
Marathahalli,2 BHK,1146.0,2.0,1.0,85365.85365853658,2,7449027.36985485
1st Block HRBR Layout,8 Bedroom,1200.0,7.0,0.0,286585.3658536585,8,23882113.82113821
Kannamangala,3 BHK,1550.0,3.0,3.0,79268.29268292683,3,5114083.398898505
Chandapura,2 BHK,850.0,1.0,1.0,22560.975609756097,2,2654232.424677188
"Sarjapur Road, ",3 Bedroom,3329.0,3.0,2.0,402439.0243902439,3,12088886.283876356
Electronics City Phase 1,1 BHK,785.0,1.0,1.0,67073.17073170732,1,8544352.959453162
Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,2.0,90243.90243902439,3,5605211.331616422
Bellandur,2 BHK,921.0,2.0,2.0,48780.48780487805,2,5296469.902809778
Kengeri Satellite Town,3 Bedroom,850.0,3.0,2.0,115853.65853658537,3,13629842.18077475
Bannerghatta Road,5 Bedroom,2700.0,5.0,0.0,192682.92682926828,5,7136404.697380306
Sarjapur  Road,3 BHK,1700.0,3.0,3.0,134146.34146341463,3,7890961.262553802
Sarjapur,2 BHK,1020.0,2.0,2.0,42682.92682926829,2,4184600.6695361068
Billekahalli,2 BHK,1090.0,2.0,3.0,63414.634146341465,2,5817856.343701052
Haralur Road,2 BHK,1027.0,2.0,2.0,53658.53658536585,2,5224784.477640297
Thanisandra,2 BHK,1185.0,2.0,2.0,51341.46341463415,2,4332612.946382629
Doddathoguru,2 BHK,850.0,2.0,1.0,30487.80487804878,2,3586800.573888092
Harlur,2 BHK,1197.0,2.0,1.0,102439.0243902439,2,8557980.31664527
Byadarahalli,4 BHK,3500.0,3.0,3.0,548780.487804878,4,15679442.5087108
Poorna Pragna Layout,2 BHK,920.0,2.0,2.0,48231.70731707317,2,5242576.882290562
Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,1.0,79268.29268292683,2,7173601.147776184
Yeshwanthpur,3 BHK,1850.0,3.0,3.0,121951.21951219512,3,6591957.811470007
Judicial Layout,3 BHK,1300.0,3.0,1.0,78048.78048780488,3,6003752.34521576
"Varthur Road, ",3 BHK,1595.0,3.0,2.0,92682.9268292683,3,5810841.807477636
Kodihalli,4 BHK,3073.0,5.0,2.0,848780.487804878,4,27620582.095830724
Horamavu Agara,2 BHK,755.0,2.0,1.0,45719.51219512195,2,6055564.529155225
Nagasandra,5 Bedroom,4050.0,5.0,2.0,170731.70731707316,5,4215597.71153267
Kanakpura Road,3 BHK,1300.0,2.0,3.0,84146.34146341463,3,6472795.497185741
Bannerghatta Road,2 BHK,1215.0,2.0,0.0,60975.60975609756,2,5018568.7042055605
Kanakpura Road,2 BHK,900.0,2.0,1.0,56097.560975609755,2,6233062.330623305
Banashankari Stage III,2 BHK,1145.0,2.0,3.0,71219.51219512195,2,6220044.733198423
Chikka Banaswadi,2 BHK,1093.0,2.0,2.0,79268.29268292683,2,7252359.806306206
Babusapalaya,3 BHK,1213.0,2.0,2.0,50475.60975609756,3,4161220.9197112583
Bannerghatta Road,3 BHK,1654.0,3.0,2.0,121951.21951219512,3,7373108.797593418
NGR Layout,2 BHK,1105.0,2.0,1.0,64000.0,2,5791855.2036199095
Babusapalaya,3 BHK,1611.0,2.0,2.0,80487.80487804877,3,4996139.346868329
Outer Ring Road East,2 BHK,1367.0,2.0,2.0,75609.75609756098,2,5531072.135885953
Devanahalli,2 BHK,1010.0,2.0,1.0,62195.12195121951,2,6157932.866457378
Kavika Layout,3 Bedroom,750.0,2.0,1.0,91463.41463414633,3,12195121.95121951
Vinayaka Nagar,3 BHK,1535.0,3.0,1.0,115853.65853658537,3,7547469.611503933
Anekal,2 BHK,620.0,2.0,1.0,26829.268292682926,2,4327301.337529504
Horamavu Agara,2 BHK,982.0,2.0,1.0,58109.756097560974,2,5917490.4376335
Banashankari Stage II,2 BHK,1700.0,2.0,2.0,182926.82926829267,2,10760401.721664274
Whitefield,2 BHK,1330.0,2.0,1.0,86585.36585365854,2,6510177.883733725
JP Nagar,3 Bedroom,2500.0,3.0,2.0,164634.1463414634,3,6585365.853658536
Poorna Pragna Layout,3 BHK,1475.0,2.0,2.0,71939.0243902439,3,4877221.992558908
Bhoganhalli,3 BHK,1410.0,3.0,1.0,79268.29268292683,3,5621864.72928559
Yelahanka New Town,1 BHK,440.0,1.0,1.0,20121.951219512193,1,4573170.731707317
Yelahanka,3 BHK,1614.0,3.0,2.0,115853.65853658537,3,7178045.758152749
Neeladri Nagar,2 BHK,1363.0,2.0,2.0,82926.82926829268,2,6084140.07837804
Kogilu,2 Bedroom,650.0,2.0,0.0,34146.34146341463,2,5253283.302063789
Dodda Kempaiah Layout,2 BHK,1015.0,2.0,1.0,54878.04878048781,2,5406704.313348552
Horamavu Banaswadi,2 BHK,1156.0,2.0,2.0,56097.560975609755,2,4852730.1882015355
Hennur Busstop,2 BHK,1100.0,2.0,1.0,76463.41463414633,2,6951219.5121951215
KR Puram,3 BHK,1455.0,3.0,2.0,56097.560975609755,3,3855502.4725504983
GB Palya,2 BHK,930.0,2.0,1.0,54878.04878048781,2,5900865.460267506
AMS Layout,3 BHK,1650.0,2.0,2.0,97560.9756097561,3,5912786.400591279
KR Puram,2 Bedroom,1200.0,2.0,0.0,109756.09756097561,2,9146341.463414634
9th Block Jayanagar,1 Bedroom,700.0,1.0,0.0,182926.82926829267,1,26132404.181184664
Kadugodi,3 BHK,1890.0,4.0,3.0,154878.0487804878,3,8194605.755581364
Ashwathnagar,3 BHK,2197.0,4.0,3.0,341463.4146341463,3,15542258.290129554
Hebbal Kempapura,3 BHK,3522.0,3.0,2.0,463414.6341463415,3,13157712.497056827
Gaurava Nagar,3 BHK,1240.0,2.0,2.0,56097.560975609755,3,4523996.852871754
HRBR Layout,2 BHK,1440.0,2.0,2.0,119512.19512195123,2,8299457.994579946
Kodichikkanahalli,1 BHK,650.0,1.0,2.0,46341.46341463415,1,7129455.909943716
Budigere,1 BHK,764.0,1.0,1.0,39024.39024390244,1,5107904.482186183
Sector 7 HSR Layout,5 Bedroom,900.0,4.0,0.0,109756.09756097561,5,12195121.951219512
Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,3.0,69987.80487804877,3,4133951.8533992185
Hoodi,3 BHK,1445.0,3.0,2.0,79268.29268292683,3,5485694.995358258
Kanakpura Road,2 BHK,900.0,1.0,0.0,54878.04878048781,2,6097560.975609756
Yelahanka,3 BHK,1381.0,2.0,2.0,64000.0,3,4634322.954380884
Basapura,2 BHK,1100.0,2.0,1.0,73170.73170731707,2,6651884.700665188
Hoodi,3 BHK,1575.0,3.0,2.0,80963.41463414633,3,5140534.262485482
Thigalarapalya,2 Bedroom,1200.0,2.0,1.0,79268.29268292683,2,6605691.056910569
Begur Road,2 BHK,1200.0,2.0,2.0,52682.92682926829,2,4390243.902439024
Kasturi Nagar,2 BHK,1080.0,2.0,2.0,97560.9756097561,2,9033423.66757001
Akshaya Nagar,3 BHK,1360.0,2.0,2.0,103658.53658536586,3,7621951.219512196
Jakkur,3 BHK,1865.0,3.0,1.0,151219.51219512196,3,8108284.836199569
Sarjapur  Road,3 BHK,1157.0,2.0,1.0,91463.41463414633,3,7905221.662415413
Kammasandra,2 BHK,674.0,2.0,1.0,35365.85365853659,2,5247159.296518781
Whitefield,3 BHK,1405.0,2.0,1.0,95121.9512195122,3,6770245.6383994445
Begur Road,2 BHK,1160.0,2.0,2.0,53756.09756097561,2,4634146.341463415
Kengeri Satellite Town ( BDA SITE),4 Bedroom,1600.0,3.0,1.0,209756.0975609756,4,13109756.097560976
Hebbal,3 BHK,1790.0,3.0,2.0,154878.0487804878,3,8652404.959803786
Electronic City,2 BHK,1128.0,2.0,1.0,80060.9756097561,2,7097604.220723059
Panathur,2 BHK,1180.0,2.0,1.0,85365.85365853658,2,7234394.377842083
AGS Layout,3 BHK,1450.0,2.0,2.0,103658.53658536586,3,7148864.592094198
Kengeri,1 BHK,340.0,1.0,1.0,12195.121951219513,1,3586800.5738880923
Srinagar,4 Bedroom,2000.0,3.0,1.0,202439.0243902439,4,10121951.219512196
Rachenahalli,2 BHK,1050.0,2.0,2.0,65243.90243902439,2,6213704.9941928
Varthur,2 BHK,1125.0,2.0,2.0,48780.48780487805,2,4336043.360433605
Vittasandra,2 BHK,1246.0,2.0,1.0,82926.82926829268,2,6655443.761500215
HSR Layout,2 BHK,1372.0,2.0,1.0,74390.24390243902,2,5422029.438953281
Uttarahalli,3 BHK,1330.0,2.0,1.0,68292.68292682926,3,5134788.189987162
Binny Pete,3 BHK,2465.0,5.0,2.0,285365.85365853657,3,11576708.05916984
Dasarahalli,2 BHK,1300.0,2.0,3.0,67073.17073170732,2,5159474.671669793
Brigade Road,2 Bedroom,1420.0,1.0,0.0,268292.68292682926,2,18893850.91034009
Bannerghatta,4 Bedroom,810.0,4.0,1.0,60975.60975609756,4,7527853.056308341
Channasandra,2 BHK,1065.0,2.0,1.0,42682.92682926829,2,4007786.5567388064
Hessarghatta,2 BHK,700.0,2.0,0.0,32926.829268292684,2,4703832.752613241
Hebbal,2 BHK,687.325,2.0,0.0,52097.560975609755,2,7579756.443547048
Belathur,2 BHK,1050.0,2.0,1.0,54878.04878048781,2,5226480.836236934
Maruthi HBCS Layout,3 BHK,1250.0,3.0,3.0,48170.73170731707,3,3853658.5365853654
Electronic City,2 BHK,865.0,2.0,0.0,51219.51219512195,2,5921330.889609474
Uttarahalli,2 BHK,1200.0,2.0,2.0,53658.53658536585,2,4471544.715447154
Srirampura,3 BHK,1756.0,3.0,3.0,121951.21951219512,3,6944830.268348242
Yelahanka,1 BHK,628.0,1.0,1.0,29268.29268292683,1,4660556.159701725
9th Phase JP Nagar,7 Bedroom,1200.0,6.0,2.0,237804.8780487805,7,19817073.17073171
5th Phase JP Nagar,2 BHK,1207.0,2.0,2.0,76829.26829268293,2,6365308.060702811
Kalena Agrahara,3 BHK,1765.0,3.0,1.0,152439.0243902439,3,8636771.920127133
Electronic City,2 BHK,1130.0,2.0,1.0,39804.87804878049,2,3522555.579538096
Devanahalli Road,3 BHK,1532.0,3.0,3.0,112195.12195121951,3,7323441.380627905
Ejipura,3 BHK,1650.0,3.0,0.0,134146.34146341463,3,8130081.300813008
Horamavu Banaswadi,4 Bedroom,1200.0,4.0,2.0,128048.78048780488,4,10670731.707317073
Bhoganhalli,2 BHK,804.1,2.0,1.0,84256.09756097561,2,10478310.852005422
Doddathoguru,2 BHK,1200.0,2.0,2.0,91463.41463414633,2,7621951.219512194
Kengeri,2 BHK,1197.0,2.0,2.0,60975.60975609756,2,5094035.902765043
Green Woods Layout,2 BHK,1200.0,2.0,2.0,80487.80487804877,2,6707317.073170731
Uttarahalli,3 BHK,1385.0,2.0,2.0,59121.95121951219,3,4268732.940036981
Craig Park Layout,2 BHK,1010.0,2.0,3.0,180487.80487804877,2,17870079.69089592
Whitefield,3 BHK,2225.0,3.0,3.0,140243.9024390244,3,6303096.738832557
Immadihalli,2 BHK,1180.0,2.0,2.0,58536.58536585366,2,4960727.573377429
Banagiri Nagar,3 BHK,1525.0,2.0,3.0,148780.48780487804,3,9756097.56097561
Ananth Nagar,2 BHK,1100.0,2.0,2.0,38414.634146341465,2,3492239.4678492243
Hiremath Layout,3 BHK,1435.0,3.0,3.0,85365.85365853658,3,5948839.976204639
Attibele,1 BHK,400.0,1.0,1.0,17073.170731707316,1,4268292.682926829
Dommasandra,2 BHK,1200.0,2.0,2.0,60975.60975609756,2,5081300.8130081305
Whitefield,2 BHK,1272.0,2.0,1.0,115914.63414634146,2,9112785.70332873
Whitefield,2 BHK,1205.0,2.0,1.0,47560.9756097561,2,3946968.9302702155
Kalena Agrahara,2 BHK,980.0,2.0,1.0,48780.48780487805,2,4977600.796416128
Malleshpalya,2 BHK,1225.0,2.0,2.0,57146.34146341463,2,4665007.466401194
Whitefield,3 BHK,1541.0,3.0,1.0,87804.87804878049,3,5697915.512574984
Ramagondanahalli,3 BHK,1610.0,2.0,2.0,135365.8536585366,3,8407816.997424632
Jalahalli,2 BHK,1694.0,2.0,2.0,152439.0243902439,2,8998761.770380395
Jnanabharathi Layout,3 Bedroom,600.0,3.0,2.0,91463.41463414633,3,15243902.439024389
Kaggalipura,2 BHK,950.0,2.0,1.0,47560.9756097561,2,5006418.485237484
Muneshwara Nagar,3 BHK,1560.0,2.0,3.0,80487.80487804877,3,5159474.671669793
Chandapura,2 BHK,1201.0,2.0,2.0,32926.829268292684,2,2741617.757559757
Chandapura,2 Bedroom,1500.0,2.0,1.0,73170.73170731707,2,4878048.780487805
Malleshpalya,3 BHK,1785.0,3.0,2.0,91463.41463414633,3,5124000.81984013
Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,1.0,77475.60975609756,2,6158633.525921905
Electronic City,2 BHK,910.0,2.0,2.0,51219.51219512195,2,5628517.823639775
Thigalarapalya,2 BHK,1297.0,2.0,2.0,136585.36585365853,2,10530868.608608983
Kundalahalli,2 BHK,1291.0,2.0,3.0,59756.09756097561,2,4628667.51053258
Chikkasandra,2 BHK,1070.0,2.0,2.0,51219.51219512195,2,4786870.298609528
Varthur,2 BHK,1012.0,2.0,1.0,81097.56097560975,2,8013592.98177962
Mahadevpura,2 BHK,1260.0,2.0,3.0,70243.90243902439,2,5574912.891986063
Sarjapur  Road,2 BHK,1282.0,2.0,2.0,87804.87804878049,2,6849054.449982878
Kanakpura Road,3 BHK,1843.0,3.0,2.0,112378.0487804878,3,6097560.975609756
Chikka Tirupathi,5 Bedroom,3356.0,5.0,2.0,128048.78048780488,5,3815517.8929620045
Hebbal,4 BHK,2790.0,5.0,3.0,241463.41463414635,4,8654602.67505901
EPIP Zone,2 BHK,1330.0,2.0,1.0,106073.17073170732,2,7975426.370805062
Konanakunte,3 BHK,1400.0,2.0,1.0,89024.39024390244,3,6358885.017421602
Whitefield,2 BHK,1192.0,2.0,1.0,86585.36585365854,2,7263872.974300213
3rd Block Jayanagar,2 BHK,1000.0,2.0,1.0,158536.58536585365,2,15853658.536585364
Thigalarapalya,2 BHK,1297.0,2.0,2.0,125609.75609756098,2,9684638.095417192
Sarjapur  Road,1 BHK,615.0,1.0,0.0,21750.0,1,3536585.3658536584
Vijayanagar,3 BHK,1490.0,3.0,2.0,121951.21951219512,3,8184645.604845311
Rayasandra,3 BHK,1373.0,3.0,2.0,87804.87804878049,3,6395111.292700692
7th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,50475.60975609756,2,4876870.507835514
Kadugodi,4 Bedroom,3750.0,4.0,0.0,256097.56097560975,4,6829268.292682926
Doddakallasandra,2 BHK,1010.0,2.0,1.0,49256.09756097561,2,4876841.342670852
Sarjapur,2 BHK,1195.0,2.0,1.0,51219.51219512195,2,4286151.648127359
HSR Layout,3 BHK,1750.0,3.0,2.0,115853.65853658537,3,6620209.059233449
Malleshpalya,2 BHK,1052.0,2.0,2.0,60975.60975609756,2,5796160.623203191
Horamavu Banaswadi,2 BHK,1180.0,2.0,2.0,70731.70731707317,2,5994212.484497727
Padmanabhanagar,5 Bedroom,3680.0,4.0,2.0,536585.3658536585,5,14581124.072110286
Hormavu,3 BHK,2100.0,3.0,2.0,89024.39024390244,3,4239256.678281069
Hoodi,4 Bedroom,2863.0,4.0,1.0,170731.70731707316,4,5963384.817222254
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,2.0,46634.14634146341,2,4134232.831690019
Ulsoor,3 BHK,2700.0,3.0,1.0,548780.487804878,3,20325203.25203252
JP Nagar,2 BHK,1120.0,2.0,2.0,40975.60975609756,2,3658536.5853658537
HSR Layout,3 BHK,2424.0,3.0,2.0,109756.09756097561,3,4527891.813571601
Manjunatha Layout,2 BHK,1300.0,2.0,1.0,73170.73170731707,2,5628517.823639775
Kanakapura,2 BHK,1090.0,2.0,2.0,39865.85365853659,2,3657417.766838219
Yelahanka,3 Bedroom,2710.0,3.0,1.0,306097.56097560975,3,11295112.951129511
Konanakunte Cross,2 Bedroom,3040.0,1.0,1.0,219512.19512195123,2,7220795.892169448
Uttarahalli,3 BHK,1330.0,2.0,2.0,56768.29268292683,3,4268292.68292683
Hosur Road,3 BHK,1427.0,2.0,1.0,98329.26829268293,3,6890628.471806793
Banjara Layout,3 BHK,1294.0,2.0,2.0,58536.58536585366,3,4523692.841256079
Begur,3 BHK,1580.0,3.0,2.0,91463.41463414633,3,5788823.71102192
Uttarahalli,5 Bedroom,400.0,5.0,1.0,243902.43902439025,5,60975609.75609756
Chikka Tirupathi,3 Bedroom,1808.0,4.0,2.0,97890.24390243902,3,5414283.401683575
Rajaji Nagar,4 BHK,3516.0,4.0,3.0,658536.5853658536,4,18729709.481395155
Parappana Agrahara,2 BHK,1194.0,2.0,2.0,57317.07317073171,2,4800424.888670997
Kanakpura Road,2 BHK,900.0,2.0,1.0,56097.560975609755,2,6233062.330623305
Abbaiah Reddy Layout,3 BHK,1310.0,2.0,3.0,60975.60975609756,3,4654626.698938745
Kanakpura Road,2 BHK,900.0,2.0,1.0,56097.560975609755,2,6233062.330623305
Singasandra,4 Bedroom,3850.0,6.0,3.0,237804.8780487805,4,6176750.079189103
Kogilu,7 Bedroom,925.0,7.0,3.0,107317.0731707317,7,11601845.74818721
Yelachenahalli,2 BHK,2400.0,1.0,1.0,182926.82926829267,2,7621951.219512194
Koramangala,2 BHK,1290.0,2.0,3.0,121951.21951219512,2,9453582.907922102
Yelahanka,6 Bedroom,3770.0,6.0,3.0,134146.34146341463,6,3558258.39425503
Lakshmi Layout,3 BHK,1390.0,3.0,1.0,146341.46341463414,3,10528162.83558519
Tavarekere,4 Bedroom,1200.0,4.0,2.0,87804.87804878049,4,7317073.170731708
Bisuvanahalli,2 BHK,845.0,2.0,1.0,40243.90243902439,2,4762592.00461827
Yelahanka,3 BHK,1537.0,3.0,3.0,146341.46341463414,3,9521240.300236443
Immadihalli,2 BHK,1135.0,2.0,2.0,82926.82926829268,2,7306328.569893628
Hoodi,3 BHK,1512.0,3.0,2.0,92402.43902439025,3,6111272.422248032
Srinivasa Nagar,2 BHK,900.0,2.0,1.0,67073.17073170732,2,7452574.525745258
Jigani,3 BHK,1230.0,3.0,3.0,65853.65853658537,3,5353955.978584176
Thirumenahalli,3 BHK,1378.0,2.0,3.0,51621.95121951219,3,3746150.3062055293
Whitefield,2 BHK,1277.0,2.0,1.0,74756.09756097561,2,5854040.529442099
Hebbal,3 BHK,1985.0,4.0,2.0,230487.80487804877,3,11611476.316274498
KPC Layout,2 BHK,1210.0,2.0,2.0,75609.75609756098,2,6248740.1733521465
JP Nagar,9 Bedroom,2550.0,9.0,0.0,439024.39024390245,9,17216642.75466284
Sarjapur,4 Bedroom,1200.0,5.0,2.0,134146.34146341463,4,11178861.788617887
Ardendale,4 BHK,3198.0,4.0,3.0,243902.43902439025,4,7626717.918211077
HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,68292.68292682926,3,4664800.746368119
Hebbal,4 BHK,2483.0,5.0,2.0,262195.1219512195,4,10559610.227596436
Begur,4 Bedroom,1550.0,4.0,2.0,158536.58536585365,4,10228166.79779701
Sarjapur  Road,4 BHK,4111.0,4.0,1.0,378048.7804878049,4,9196029.688343586
Electronic City,2 BHK,975.0,2.0,2.0,45731.70731707317,2,4690431.519699812
Nandi Durga Road,3 BHK,2500.0,3.0,1.0,304878.0487804878,3,12195121.951219512
Rajiv Nagar,3 BHK,1690.0,3.0,1.0,152439.0243902439,3,9020060.61480733
Hosa Road,2 BHK,1063.0,2.0,1.0,38890.243902439026,2,3658536.5853658537
Cooke Town,3 Bedroom,2572.0,3.0,3.0,475609.756097561,3,18491825.664757423
Daadys Gaarden Layout,3 BHK,1600.0,3.0,0.0,97560.9756097561,3,6097560.975609757
Maruthi Nagar,3 BHK,1250.0,3.0,1.0,48170.73170731707,3,3853658.5365853654
Bommanahalli,1 BHK,520.0,1.0,0.0,23780.48780487805,1,4573170.731707317
Munnekollal,3 BHK,1390.0,3.0,2.0,82926.82926829268,3,5965958.940164941
Whitefield,2 BHK,1185.0,2.0,2.0,48780.48780487805,2,4116496.8611711436
Sahakara Nagar,2 BHK,1219.0,2.0,2.0,58536.58536585366,2,4802016.8470757725
Kudlu Gate,3 BHK,1564.0,2.0,1.0,112195.12195121951,3,7173601.147776183
Sarjapur  Road,4 BHK,3430.0,6.0,0.0,278658.53658536583,4,8124155.585579178
Hosa Road,2 BHK,1100.0,2.0,2.0,45243.90243902439,2,4113082.0399113083
Kothannur,3 BHK,1300.0,2.0,0.0,73170.73170731707,3,5628517.823639775
Chikkabanavar,3 Bedroom,1600.0,2.0,0.0,97560.9756097561,3,6097560.975609757
Ramamurthy Nagar,3 Bedroom,1600.0,3.0,2.0,91463.41463414633,3,5716463.414634146
Hennur Road,3 BHK,1482.0,2.0,1.0,112195.12195121951,3,7570521.049340047
Marsur,3 Bedroom,1000.0,4.0,3.0,80487.80487804877,3,8048780.487804878
Shampura,2 BHK,1200.0,2.0,3.0,64634.14634146341,2,5386178.861788617
Gubbalala,3 Bedroom,600.0,3.0,2.0,91463.41463414633,3,15243902.439024389
Kengeri,2 BHK,1200.0,2.0,0.0,70731.70731707317,2,5894308.943089431
Kereguddadahalli,6 Bedroom,600.0,4.0,0.0,73170.73170731707,6,12195121.95121951
Nagarbhavi,3 Bedroom,2400.0,3.0,0.0,195121.9512195122,3,8130081.300813009
Marathahalli,3 BHK,1469.0,3.0,1.0,108536.58536585367,3,7388467.349615634
Kanakapura,1 BHK,551.0,1.0,1.0,36585.365853658535,1,6639812.314638572
Electronics City Phase 1,2 BHK,1160.0,2.0,1.0,63414.634146341465,2,5466778.805719092
Balagere,2 BHK,1205.0,2.0,1.0,95731.70731707317,2,7944540.026313126
Kasavanhalli,3 BHK,1550.0,2.0,3.0,63414.634146341465,3,4091266.719118804
Gubbalala,3 BHK,1745.0,3.0,2.0,152439.0243902439,3,8735760.71004263
AECS Layout,2 BHK,1028.0,2.0,1.0,51219.51219512195,2,4982442.820537155
Frazer Town,3 BHK,1700.0,3.0,1.0,219512.19512195123,3,12912482.065997131
Karuna Nagar,3 BHK,1200.0,2.0,1.0,41463.41463414634,3,3455284.5528455283
Kodihalli,3 BHK,2700.0,4.0,1.0,329268.2926829268,3,12195121.951219512
Kallumantapa,2 BHK,1100.0,2.0,2.0,60975.60975609756,2,5543237.250554324
Ramamurthy Nagar,2 Bedroom,1200.0,3.0,1.0,87804.87804878049,2,7317073.170731708
Kaverappa Layout,2 BHK,1269.72,2.0,2.0,82926.82926829268,2,6531111.526028785
Electronic City Phase II,2 BHK,1266.0,2.0,2.0,71951.21951219512,2,5683350.672369283
Mysore Road,2 BHK,1060.0,2.0,1.0,75609.75609756098,2,7132995.8582604695
Malimakanapura,3 Bedroom,1168.0,3.0,0.0,85365.85365853658,3,7308720.347477446
Medahalli,2 BHK,1552.0,2.0,1.0,62195.12195121951,2,4007417.6514961026
Talaghattapura,3 BHK,2038.5,3.0,0.0,146341.46341463414,3,7178879.735817225
Attibele,1 BHK,500.0,1.0,1.0,20731.70731707317,1,4146341.463414634
Hulimavu,2 BHK,1080.0,2.0,2.0,52682.92682926829,2,4878048.780487805
Rustam Bagh Layout,2 BHK,1300.0,2.0,2.0,79268.29268292683,2,6097560.975609756
Electronics City Phase 1,2 BHK,920.0,2.0,2.0,40243.90243902439,2,4374337.221633085
New Thippasandra,4 Bedroom,817.0,2.0,1.0,146341.46341463414,4,17912051.825536612
Harlur,2 BHK,1310.0,2.0,1.0,60975.60975609756,2,4654626.698938745
Horamavu Agara,3 BHK,1650.0,2.0,1.0,91463.41463414633,3,5543237.250554323
Garden Layout,3 BHK,1515.0,3.0,3.0,114548.78048780488,3,7560975.609756097
Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,1.0,65609.75609756098,2,5670679.005839324
Viswapriyanagar.begur Road.bommanahalli.,4 BHK,2400.0,5.0,1.0,103658.53658536586,4,4319105.691056911
Konanakunte,4 BHK,3000.0,4.0,3.0,195121.9512195122,4,6504065.040650407
Basavangudi,3 BHK,2200.0,2.0,1.0,197560.9756097561,3,8980044.345898004
"Hoodi Circle, ",2 BHK,1243.0,2.0,1.0,70731.70731707317,2,5690402.841277005
Rachenahalli,3 BHK,1530.0,2.0,2.0,90719.51219512195,3,5929379.882034115
Judicial Layout,3 BHK,2070.0,3.0,3.0,197560.9756097561,3,9544008.483563095
Yelahanka,3 BHK,1815.0,3.0,2.0,100000.0,3,5509641.873278237
Sarjapur  Road,4 BHK,3900.0,4.0,3.0,365853.65853658534,4,9380863.039399624
Electronic City Phase II,2 BHK,1000.0,2.0,1.0,35219.51219512195,2,3521951.219512195
Ananth Nagar,2 BHK,982.0,2.0,2.0,29939.024390243903,2,3048780.487804878
Hennur Road,2 BHK,1232.0,2.0,2.0,108536.58536585367,2,8809787.773202408
Binny Pete,3 BHK,1282.0,3.0,2.0,217073.17073170733,3,16932384.61245767
Yelahanka,1 BHK,654.0,1.0,1.0,46829.26829268293,1,7160438.576862833
Bannerghatta Road,2 BHK,1181.0,2.0,0.0,67073.17073170732,2,5679353.999297826
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,54878.04878048781,3,5104934.770277935
2nd Stage Nagarbhavi,4 Bedroom,1200.0,4.0,2.0,298780.48780487804,4,24898373.983739838
T K Reddy Layout,3 BHK,1616.0,3.0,1.0,91463.41463414633,3,5659864.766964501
Herohalli,5 Bedroom,1800.0,6.0,0.0,54268.29268292683,5,3014905.1490514907
Kumbena Agrahara,6 Bedroom,1200.0,4.0,1.0,164634.1463414634,6,13719512.195121951
